user_id,age,gender,occupation,work_mode,screen_time_hours,work_screen_hours,leisure_screen_hours,sleep_hours,sleep_quality_1_5,stress_level_0_10,productivity_0_100,exercise_minutes_per_week,social_hours_per_week,mental_wellness_index_0_100
U2827,38,Female,Employed,Office,10.93,7.47,3.46,6.89,2,8.9,43.5,163.0,9.4,30.3
U2828,18,Male,Student,Hybrid,8.12,3.76,4.36,6.99,2,4.8,57.0,335.0,12.4,50.7
U2829,27,Female,Employed,Office,9.06,5.58,3.48,5.78,3,6.3,64.0,202.0,5.4,40.2
U2830,43,Male,Employed,Office,9.08,5.63,3.45,8.31,4,4.4,59.2,171.0,14.6,73.7
U2831,27,Male,Employed,Remote,10.05,8.08,1.96,7.89,2,5.4,49.9,28.0,2.9,24.0
U2832,32,Female,Employed,Office,9.04,6.73,2.32,6.05,3,4.6,44.3,147.0,14.9,53.9
U2833,51,Male,Self-employed,Hybrid,7.77,5.42,2.35,7.49,5,5.2,58.9,214.0,7.2,73.1
U2834,37,Female,Employed,Hybrid,9.39,4.63,4.75,6.29,3,4.3,60.4,88.0,14.3,60.3
U2835,20,Female,Self-employed,Office,13.71,10.08,3.64,7.3,4,5.7,79.8,99.0,7.1,44.4
U2836,22,Male,Self-employed,Remote,10.21,6.02,4.19,7.71,2,4.6,54.3,144.0,6.4,50.2
U2837,55,Female,Employed,Remote,7.63,5.87,1.76,6.96,3,3.6,50.3,84.0,6.7,62.3
U2838,39,Female,Employed,Office,8.96,4.72,4.24,7.98,5,2.3,73.2,87.0,9.2,84.5
U2839,34,Female,Employed,Office,8.79,4.95,3.84,6.52,3,5.9,60.8,205.0,9.4,44.0
U2840,33,Other,Unemployed,N/A,6.17,0.9,5.27,6.16,2,3.3,35.7,195.0,15.9,55.7
U2841,42,Female,Unemployed,N/A,5.22,1.31,3.91,7.65,4,3.6,64.9,200.0,14.1,79.4
U2842,49,Male,Retired,N/A,2.47,1.43,1.04,8.06,4,1.1,63.5,218.0,14.8,87.0
U2843,25,Female,Employed,Office,7.78,5.29,2.49,8.96,5,2.8,70.9,136.0,10.2,86.6
U2844,47,Male,Unemployed,N/A,3.69,0.24,3.46,9.39,4,0.8,85.3,300.0,15.0,95.4
U2845,31,Male,Employed,Remote,11.49,7.36,4.13,7.83,2,4.5,53.7,163.0,10.6,51.3
U2846,33,Female,Employed,Remote,12.24,7.17,5.07,6.91,2,4.8,39.5,80.0,7.9,36.5
U2847,18,Male,Employed,Hybrid,12.24,7.02,5.21,6.25,3,6.5,59.4,209.0,9.2,41.4
U2848,29,Female,Retired,N/A,3.63,1.09,2.54,9.81,5,0.0,88.0,362.0,14.3,100.0
U2849,31,Male,Employed,Hybrid,11.95,5.86,6.09,6.72,3,2.8,62.7,108.0,9.9,55.6
U2850,21,Male,Employed,Remote,10.08,5.9,4.18,7.91,3,5.2,53.3,108.0,8.7,63.3
U2851,33,Female,Employed,Office,7.68,5.24,2.44,6.94,2,5.3,48.5,258.0,9.4,50.6
U2852,34,Female,Employed,Remote,14.02,6.54,7.48,6.36,4,4.2,44.8,95.0,10.7,53.0
U2853,47,Other,Student,Office,7.65,3.99,3.66,6.18,3,3.3,64.4,185.0,8.6,59.4
U2854,23,Male,Student,Office,9.19,3.37,5.82,7.93,3,4.4,57.9,215.0,11.5,60.8
U2855,27,Female,Retired,N/A,4.28,0.83,3.44,8.39,5,0.6,86.3,256.0,11.5,95.3
U2856,34,Other,Employed,Office,10.63,4.81,5.82,6.86,3,3.9,35.5,111.0,11.6,62.7
U2857,47,Female,Employed,Office,7.95,3.19,4.76,6.43,4,3.3,72.5,277.0,13.3,81.2
U2858,22,Male,Self-employed,Remote,11.67,6.73,4.94,6.14,3,3.0,44.1,98.0,4.1,45.3
U2859,30,Female,Employed,Remote,9.0,7.1,1.9,7.2,4,6.7,65.4,142.0,17.3,62.2
U2860,41,Female,Employed,Hybrid,9.71,5.06,4.65,7.74,3,2.8,49.1,153.0,10.6,77.6
U2861,37,Male,Employed,Office,10.77,6.16,4.61,8.33,3,6.6,56.3,32.0,7.8,44.9
U2862,34,Female,Employed,Remote,11.54,7.44,4.1,6.15,2,2.4,60.9,30.0,7.0,46.6
U2863,40,Male,Employed,Hybrid,7.84,4.15,3.7,6.9,3,3.7,63.2,167.0,13.5,63.3
U2864,21,Male,Student,Remote,11.68,6.85,4.83,7.04,3,3.8,62.4,147.0,11.9,52.0
U2865,32,Female,Employed,Remote,12.4,10.0,2.4,7.96,3,6.7,64.6,38.0,8.3,40.2
U2866,25,Male,Unemployed,N/A,7.52,1.23,6.29,7.89,3,7.2,49.6,183.0,15.6,53.5
U2867,38,Male,Employed,Remote,8.68,5.9,2.79,7.53,4,1.8,80.1,184.0,12.5,87.7
U2868,33,Female,Unemployed,N/A,1.46,0.0,1.46,7.89,5,3.7,84.7,343.0,17.5,89.5
U2869,21,Other,Unemployed,N/A,4.77,2.18,2.58,9.2,4,1.4,82.3,241.0,8.2,96.0
U2870,35,Male,Self-employed,Remote,16.47,11.85,4.62,6.85,3,8.6,19.8,64.0,5.6,7.7
U2871,29,Male,Employed,Hybrid,6.58,5.53,1.05,8.59,5,0.0,83.9,192.0,12.8,100.0
U2872,56,Female,Self-employed,Office,8.83,6.17,2.66,8.27,4,2.5,66.2,135.0,15.0,77.3
U2873,28,Male,Employed,Office,8.06,4.71,3.35,7.44,4,4.3,70.1,234.0,10.8,74.8
U2874,22,Other,Self-employed,Hybrid,8.91,6.04,2.87,7.16,3,4.1,56.7,233.0,9.4,54.0
U2875,24,Male,Employed,Office,6.39,3.94,2.45,7.58,4,3.1,65.5,168.0,9.6,75.2
U2876,43,Male,Student,Hybrid,5.79,3.98,1.82,7.39,4,4.1,74.2,251.0,12.7,77.4
U2877,68,Male,Self-employed,Office,10.69,10.07,0.62,6.28,3,4.0,64.0,30.0,13.5,51.2
U2878,38,Female,Student,Hybrid,7.96,5.53,2.43,9.05,5,2.5,88.9,196.0,10.8,91.8
U2879,68,Male,Employed,Remote,12.83,10.92,1.91,4.67,2,6.5,32.5,4.0,9.3,13.9
U2880,47,Male,Student,Office,5.19,3.05,2.14,9.25,3,0.9,73.4,277.0,13.0,89.7
U2881,33,Male,Self-employed,Office,9.66,5.62,4.04,8.01,4,5.2,77.2,60.0,5.6,61.9
U2882,41,Female,Student,Hybrid,7.9,3.2,4.7,6.22,2,6.7,17.0,79.0,7.7,27.1
U2883,54,Male,Employed,Hybrid,9.56,6.05,3.51,8.03,3,6.8,51.0,71.0,6.7,43.2
U2884,40,Male,Employed,Office,11.69,6.71,4.97,6.97,3,4.4,39.1,32.0,6.5,52.0
U2885,22,Male,Student,Office,9.6,5.38,4.22,6.55,3,5.2,57.1,252.0,16.6,60.8
U2886,25,Female,Self-employed,Remote,10.67,6.95,3.71,7.7,3,5.2,62.0,127.0,11.2,61.6
U2887,44,Male,Student,Remote,7.94,4.73,3.21,6.62,4,4.5,51.5,152.0,8.0,53.2
U2888,32,Female,Unemployed,N/A,5.78,1.33,4.45,7.47,5,6.3,62.9,168.0,12.8,73.2
U2889,41,Male,Employed,Hybrid,11.42,8.88,2.54,7.43,3,5.7,45.9,0.0,9.5,47.6
U2890,18,Male,Employed,Office,11.73,7.72,4.01,7.57,2,6.1,51.1,144.0,4.1,34.9
U2891,22,Female,Employed,Office,6.65,5.31,1.34,7.04,3,4.6,37.0,165.0,13.2,59.6
U2892,34,Male,Employed,Hybrid,7.99,4.68,3.32,7.37,5,4.0,78.7,215.0,13.7,82.2
U2893,36,Male,Employed,Office,8.98,4.58,4.4,6.83,2,3.8,55.5,121.0,11.9,52.6
U2894,33,Female,Student,Remote,10.03,6.08,3.96,7.89,2,2.6,52.7,184.0,12.8,64.9
U2895,34,Male,Retired,N/A,4.65,1.15,3.49,8.89,4,0.0,96.6,282.0,15.4,100.0
U2896,18,Male,Self-employed,Remote,9.84,4.06,5.78,6.25,3,5.7,33.1,254.0,7.5,40.7
U2897,30,Female,Self-employed,Remote,6.9,4.66,2.24,8.08,3,1.2,75.2,213.0,13.0,83.0
U2898,21,Female,Employed,Hybrid,9.13,6.49,2.63,8.3,4,6.4,78.5,194.0,11.6,68.3
U2899,54,Male,Employed,Remote,8.52,7.54,0.97,8.01,3,3.5,72.2,137.0,13.0,63.7
U2900,38,Female,Employed,Remote,8.65,5.5,3.15,7.35,4,1.1,62.4,201.0,12.0,75.6
U2901,37,Male,Self-employed,Office,11.66,9.9,1.76,7.24,3,2.2,47.0,136.0,9.6,51.0
U2902,31,Female,Unemployed,N/A,6.63,0.73,5.9,8.84,4,2.2,85.4,143.0,12.5,88.0
U2903,32,Female,Student,Remote,7.85,3.54,4.31,7.17,5,2.7,70.5,185.0,10.3,81.5
U2904,24,Female,Employed,Office,10.05,6.57,3.48,6.53,2,6.7,43.8,34.0,12.3,38.3
U2905,39,Male,Student,Office,6.33,2.23,4.11,6.81,3,4.5,48.2,203.0,10.5,54.9
U2906,45,Male,Student,Office,7.31,4.44,2.86,8.51,4,1.4,73.8,269.0,15.6,89.5
U2907,19,Female,Student,Remote,7.33,3.5,3.83,8.41,3,3.6,60.4,102.0,13.9,70.7
U2908,34,Male,Student,Office,6.47,3.4,3.07,8.17,4,3.3,74.8,285.0,14.9,81.2
U2909,32,Female,Student,Office,6.89,3.71,3.18,6.73,4,3.5,52.0,171.0,5.5,60.3
U2910,39,Female,Unemployed,N/A,3.67,1.25,2.43,7.76,5,3.8,63.2,187.0,8.2,72.1
U2911,18,Male,Unemployed,N/A,3.89,0.14,3.75,8.07,3,4.6,70.2,337.0,12.2,65.6
U2912,32,Female,Student,Remote,10.18,6.02,4.15,7.89,3,6.4,54.1,140.0,8.9,50.4
U2913,50,Female,Student,Hybrid,10.69,6.11,4.58,6.98,2,5.0,30.9,99.0,6.9,36.2
U2914,45,Male,Self-employed,Office,12.04,8.38,3.66,6.87,2,6.8,52.0,137.0,8.8,26.8
U2915,22,Female,Employed,Office,11.69,6.52,5.17,7.38,2,3.3,46.5,100.0,10.0,49.4
U2916,21,Female,Employed,Office,7.58,5.47,2.11,7.44,4,5.6,70.5,228.0,9.2,63.3
U2917,34,Female,Unemployed,N/A,1.89,0.49,1.4,7.65,5,3.9,72.9,234.0,9.2,85.5
U2918,26,Male,Employed,Office,12.36,6.69,5.67,7.34,3,5.6,51.3,70.0,11.1,50.0
U2919,40,Male,Employed,Remote,11.91,6.79,5.12,7.12,3,7.0,36.9,150.0,12.8,48.9
U2920,18,Male,Retired,N/A,3.79,1.01,2.78,8.72,4,0.0,89.9,179.0,10.8,89.5
U2921,43,Female,Employed,Remote,10.3,6.43,3.87,7.86,2,6.1,32.8,179.0,11.4,42.7
U2922,32,Male,Self-employed,Hybrid,4.96,3.05,1.9,6.41,3,3.5,75.1,252.0,8.6,61.5
U2923,29,Female,Employed,Remote,11.37,8.29,3.08,6.72,3,5.8,62.2,150.0,2.3,43.9
U2924,18,Female,Employed,Office,12.03,6.14,5.89,8.38,2,2.6,64.7,135.0,14.8,64.4
U2925,34,Male,Self-employed,Hybrid,8.28,4.11,4.17,7.39,5,1.9,78.9,197.0,11.8,82.4
U2926,47,Male,Student,Hybrid,7.31,3.38,3.93,7.32,3,2.4,73.6,100.0,15.6,78.2
U2927,41,Female,Employed,Hybrid,11.3,7.87,3.42,6.33,3,5.2,46.3,140.0,9.2,49.0
U2928,26,Female,Employed,Remote,10.79,8.35,2.44,7.36,2,6.2,48.1,134.0,11.8,44.3
U2929,40,Male,Student,Hybrid,10.23,4.02,6.21,6.25,4,3.3,55.4,51.0,5.4,58.4
U2930,57,Male,Employed,Office,6.99,3.96,3.03,8.06,4,3.3,84.5,307.0,5.8,76.0
U2931,23,Female,Student,Office,8.11,4.35,3.76,8.07,4,5.2,49.9,177.0,10.3,58.0
U2932,18,Male,Employed,Hybrid,6.66,3.93,2.73,8.3,3,2.3,64.7,146.0,16.0,77.2
U2933,40,Female,Employed,Remote,9.94,6.15,3.79,7.14,5,5.5,65.0,143.0,7.5,66.1
U2934,57,Female,Retired,N/A,3.04,1.21,1.83,6.86,3,0.7,74.2,307.0,14.5,88.1
U2935,39,Male,Employed,Hybrid,8.08,2.99,5.1,8.88,5,1.5,99.7,92.0,14.5,100.0
U2936,29,Female,Employed,Remote,9.74,6.69,3.05,6.62,3,4.3,67.2,191.0,4.6,50.1
U2937,33,Male,Employed,Remote,13.94,8.34,5.61,5.53,2,7.9,25.8,45.0,6.8,5.5
U2938,42,Female,Retired,N/A,4.85,0.84,4.02,5.88,3,2.5,64.7,161.0,8.1,58.2
U2939,47,Other,Self-employed,Remote,9.29,5.41,3.88,8.76,5,4.5,81.3,100.0,12.5,80.7
U2940,18,Male,Employed,Remote,9.24,7.58,1.66,6.52,4,6.5,57.0,160.0,6.8,41.1
U2941,43,Female,Student,Office,4.27,3.4,0.88,8.06,4,3.6,75.2,266.0,13.8,82.2
U2942,35,Male,Employed,Remote,9.01,5.6,3.4,6.81,3,4.0,54.0,181.0,9.6,50.7
U2943,31,Male,Employed,Hybrid,9.98,7.72,2.26,6.26,2,4.9,48.0,205.0,12.3,56.0
U2944,39,Male,Unemployed,N/A,5.15,1.18,3.97,6.92,2,3.3,60.6,212.0,11.2,60.3
U2945,38,Other,Employed,Office,8.99,7.48,1.51,5.54,1,6.2,33.1,87.0,10.0,28.8
U2946,40,Female,Employed,Remote,11.29,8.42,2.87,6.67,2,8.9,9.8,185.0,5.5,18.5
U2947,45,Other,Unemployed,N/A,3.65,0.2,3.45,7.75,4,7.5,53.5,260.0,12.9,60.2
U2948,34,Male,Employed,Office,12.83,6.58,6.25,6.72,3,6.0,62.7,112.0,11.4,41.0
U2949,18,Male,Employed,Remote,13.71,8.9,4.81,5.75,2,5.7,53.2,178.0,9.0,34.6
U2950,31,Male,Unemployed,N/A,5.35,1.47,3.89,8.67,4,6.1,82.2,216.0,12.7,71.6
U2951,23,Female,Employed,Office,8.9,3.96,4.94,9.13,3,4.0,66.5,201.0,3.3,65.6
U2952,25,Female,Employed,Office,10.79,6.3,4.49,7.36,2,4.8,37.7,195.0,19.7,59.9
U2953,32,Female,Employed,Remote,14.79,7.98,6.81,7.45,3,5.9,44.1,52.0,9.7,38.6
U2954,32,Female,Employed,Hybrid,8.07,5.89,2.18,6.6,3,5.6,47.1,70.0,9.2,44.5
U2955,54,Female,Self-employed,Remote,11.12,7.17,3.95,8.18,3,4.7,53.8,134.0,9.8,58.3
U2956,19,Male,Unemployed,N/A,6.32,1.56,4.76,8.07,5,3.0,94.0,124.0,12.1,86.1
U2957,36,Male,Unemployed,N/A,4.32,1.78,2.54,8.76,5,1.9,93.0,171.0,12.2,90.5
U2958,22,Female,Employed,Hybrid,9.66,4.72,4.94,6.65,3,2.7,59.1,167.0,14.6,60.3
U2959,41,Female,Self-employed,Office,10.66,6.71,3.95,7.43,3,3.9,58.9,124.0,12.4,55.7
U2960,38,Female,Employed,Office,8.66,6.25,2.41,8.24,3,4.8,52.8,149.0,7.9,68.5
U2961,39,Female,Employed,Remote,9.34,5.52,3.83,7.87,3,2.7,69.7,229.0,4.4,68.8
U2962,18,Male,Self-employed,Hybrid,12.05,4.71,7.33,7.58,3,6.1,62.1,104.0,8.8,46.5
U2963,33,Male,Student,Office,5.1,3.25,1.85,8.84,3,2.0,74.0,287.0,12.4,86.2
U2964,29,Male,Employed,Remote,14.82,8.22,6.6,6.31,2,8.4,24.7,180.0,3.4,14.0
U2965,23,Female,Employed,Remote,10.05,6.39,3.66,7.91,4,5.3,55.0,172.0,6.8,47.8
U2966,52,Female,Employed,Office,8.2,4.16,4.04,7.46,4,1.4,73.7,317.0,9.9,82.8
U2967,38,Male,Retired,N/A,3.8,1.44,2.36,8.5,5,2.0,59.5,231.0,15.4,98.5
U2968,19,Male,Employed,Remote,10.75,7.28,3.47,6.43,2,6.8,58.9,154.0,11.4,48.7
U2969,42,Female,Employed,Remote,11.01,8.05,2.96,7.29,3,2.2,71.1,169.0,14.5,73.2
U2970,35,Female,Retired,N/A,4.97,1.09,3.89,7.91,4,0.6,72.5,308.0,13.7,97.4
U2971,40,Male,Employed,Hybrid,9.2,5.03,4.16,8.42,5,2.9,81.7,114.0,14.0,87.9
U2972,35,Female,Self-employed,Remote,9.22,6.55,2.66,7.24,3,4.3,67.1,129.0,6.3,59.1
U2973,31,Female,Employed,Hybrid,9.02,5.52,3.51,7.47,4,4.7,59.5,123.0,8.2,59.2
U2974,33,Male,Student,Office,9.55,5.17,4.38,7.12,4,4.4,66.6,283.0,18.3,71.8
U2975,31,Male,Unemployed,N/A,4.79,0.44,4.35,8.44,5,3.8,91.7,199.0,6.5,85.6
U2976,33,Female,Employed,Office,12.2,7.23,4.97,6.58,2,8.5,50.5,177.0,5.4,32.2
U2977,49,Female,Employed,Hybrid,10.81,6.99,3.82,5.72,1,5.4,30.3,154.0,12.2,32.2
U2978,30,Female,Student,Office,8.32,3.54,4.78,6.07,2,5.6,48.5,197.0,6.4,39.1
U2979,18,Female,Self-employed,Remote,8.78,4.32,4.46,5.89,2,4.9,51.8,281.0,9.7,47.7
U2980,54,Female,Retired,N/A,2.75,1.01,1.74,7.98,4,0.6,84.8,250.0,17.9,100.0
U2981,43,Female,Self-employed,Office,14.43,7.71,6.72,7.83,2,4.5,57.7,139.0,3.8,41.8
U2982,49,Female,Employed,Remote,6.71,5.9,0.81,7.61,4,5.6,56.3,201.0,13.2,58.4
U2983,52,Male,Self-employed,Office,6.87,4.82,2.05,7.36,4,5.1,76.0,67.0,7.2,59.8
U2984,43,Male,Unemployed,N/A,2.82,1.06,1.76,8.38,4,3.1,70.9,176.0,15.3,85.3
U2985,41,Male,Employed,Remote,11.65,7.74,3.91,7.35,3,1.8,66.9,110.0,7.6,69.7
U2986,18,Male,Employed,Hybrid,8.94,4.24,4.69,6.49,3,3.5,59.4,163.0,13.6,60.5
U2987,34,Female,Employed,Office,6.15,3.43,2.72,9.13,3,4.8,60.0,134.0,14.5,64.5
U2988,34,Male,Employed,Office,13.5,8.44,5.06,6.95,3,8.2,57.3,142.0,9.3,22.2
U2989,29,Male,Self-employed,Hybrid,5.77,2.78,2.99,7.88,4,2.5,49.6,139.0,8.1,72.2
U2990,29,Male,Student,Office,13.13,6.23,6.9,7.1,3,5.7,49.6,56.0,9.5,36.3
U2991,38,Female,Employed,Hybrid,12.75,7.11,5.64,6.41,2,7.0,38.1,114.0,10.2,30.4
U2992,39,Female,Unemployed,N/A,3.81,0.75,3.06,8.61,4,6.3,65.0,218.0,11.9,65.2
U2993,42,Female,Student,Office,6.74,3.2,3.55,7.51,5,1.8,73.3,239.0,9.2,83.9
U2994,32,Female,Unemployed,N/A,6.36,1.65,4.71,6.87,3,7.1,49.9,229.0,11.7,43.5
U2995,52,Female,Employed,Office,5.44,4.62,0.83,7.74,5,3.8,81.0,206.0,18.3,82.2
U2996,32,Male,Employed,Hybrid,7.15,4.48,2.67,7.86,4,3.3,46.8,193.0,9.9,75.8
U2997,38,Female,Employed,Hybrid,9.65,5.33,4.32,6.74,3,4.5,62.9,111.0,9.8,61.4
U2998,18,Male,Employed,Office,11.38,6.16,5.22,8.07,4,3.7,64.5,119.0,9.9,61.3
U2999,49,Male,Employed,Hybrid,10.19,5.26,4.93,7.61,3,4.6,71.3,97.0,8.5,69.4
U3000,38,Male,Employed,Remote,13.1,7.0,6.1,5.71,1,5.2,31.0,93.0,13.5,30.5
U3001,26,Male,Employed,Office,8.37,6.02,2.34,7.82,4,3.4,79.9,232.0,17.1,76.4
U3002,44,Male,Employed,Office,6.93,2.48,4.45,7.24,4,5.1,54.6,209.0,7.1,57.4
U3003,53,Other,Student,Hybrid,10.82,6.46,4.36,9.44,4,6.2,65.3,187.0,10.0,64.0
U3004,30,Female,Student,Hybrid,5.79,2.48,3.31,7.63,5,1.6,70.7,228.0,13.4,97.6
U3005,27,Other,Student,Remote,11.73,6.84,4.89,5.43,1,9.5,16.9,149.0,8.8,7.5
U3006,36,Female,Unemployed,N/A,5.36,0.97,4.4,6.44,3,4.6,60.0,246.0,8.7,51.5
U3007,21,Other,Employed,Remote,12.03,5.79,6.24,7.35,4,5.6,46.6,226.0,14.1,50.6
U3008,40,Female,Employed,Hybrid,6.61,4.7,1.91,7.21,3,4.6,64.7,194.0,10.6,57.3
U3009,18,Female,Self-employed,Remote,5.96,1.45,4.5,7.13,3,3.1,73.0,208.0,13.0,57.3
U3010,18,Male,Employed,Office,12.63,4.53,8.1,7.39,3,4.1,50.9,99.0,6.0,44.1
U3011,18,Female,Employed,Remote,9.8,6.22,3.58,6.82,3,4.4,68.5,198.0,10.1,61.5
U3012,26,Male,Unemployed,N/A,6.56,1.07,5.49,7.33,4,4.7,75.5,274.0,8.4,69.3
U3013,30,Female,Self-employed,Hybrid,7.74,3.83,3.91,6.82,4,4.6,62.3,246.0,15.3,63.1
U3014,19,Male,Employed,Hybrid,7.53,4.01,3.52,7.16,4,5.3,68.6,256.0,4.7,47.8
U3015,30,Male,Employed,Office,13.94,7.36,6.58,7.19,3,3.0,68.3,161.0,9.9,61.1
U3016,41,Male,Employed,Office,9.96,5.36,4.6,7.44,5,4.2,64.8,174.0,4.9,65.8
U3017,19,Female,Employed,Remote,10.0,6.25,3.75,7.15,3,4.1,58.2,170.0,13.8,53.2
U3018,20,Female,Unemployed,N/A,6.55,1.09,5.45,9.17,3,1.7,67.6,102.0,13.0,76.0
U3019,31,Female,Employed,Office,9.27,2.17,7.1,7.58,3,3.9,65.1,231.0,10.1,60.4
U3020,31,Male,Employed,Office,7.34,2.62,4.72,8.63,4,0.3,86.2,112.0,13.6,92.8
U3021,19,Male,Self-employed,Hybrid,12.45,7.91,4.54,7.65,3,5.4,40.4,138.0,6.9,42.4
U3022,18,Female,Student,Hybrid,10.6,6.63,3.97,7.01,2,5.6,44.0,117.0,9.3,40.2
U3023,23,Female,Employed,Office,9.47,5.69,3.78,7.43,3,7.8,41.7,103.0,10.8,34.5
U3024,35,Female,Employed,Office,11.28,9.3,1.97,6.72,3,6.0,33.1,91.0,5.0,33.2
U3025,44,Female,Employed,Remote,14.5,7.3,7.2,4.8,1,5.6,29.6,0.0,6.7,12.4
U3026,37,Female,Employed,Remote,12.02,8.4,3.62,7.1,2,7.8,44.3,172.0,10.2,34.6
U3027,63,Female,Student,Hybrid,9.37,4.93,4.44,7.54,4,6.9,59.0,161.0,8.1,49.6
U3028,53,Female,Retired,N/A,4.49,1.24,3.25,8.92,3,0.0,76.4,237.0,16.0,84.5
U3029,31,Male,Self-employed,Office,9.19,7.29,1.9,7.85,5,4.1,73.5,188.0,15.3,82.0
U3030,18,Male,Employed,Remote,9.8,5.77,4.02,6.06,3,4.2,47.0,119.0,11.0,60.8
U3031,46,Male,Employed,Office,8.28,5.53,2.76,7.15,3,6.6,58.6,206.0,9.7,54.3
U3032,30,Female,Student,Hybrid,6.51,2.16,4.36,8.63,5,3.7,77.3,272.0,11.4,79.3
U3033,26,Male,Unemployed,N/A,7.39,1.6,5.79,8.46,5,5.2,64.1,74.0,12.9,65.7
U3034,41,Female,Student,Hybrid,9.08,4.62,4.45,5.72,1,3.8,32.0,102.0,11.1,42.9
U3035,38,Female,Self-employed,Remote,8.38,3.52,4.86,7.14,5,2.4,87.9,230.0,9.4,77.4
U3036,26,Male,Employed,Remote,13.44,10.1,3.34,6.65,2,4.1,61.5,91.0,6.1,36.7
U3037,43,Female,Employed,Office,9.37,4.29,5.09,8.22,3,4.2,54.4,183.0,7.1,55.6
U3038,41,Female,Self-employed,Remote,5.41,3.44,1.97,8.43,5,3.2,81.4,248.0,15.3,98.7
U3039,41,Female,Employed,Remote,8.92,6.07,2.86,7.14,3,5.8,41.7,157.0,10.7,51.3
U3040,29,Male,Employed,Hybrid,12.32,5.39,6.93,6.78,2,5.8,37.7,0.0,14.1,41.1
U3041,51,Other,Student,Hybrid,5.61,3.65,1.96,8.35,4,2.0,95.7,186.0,16.0,95.3
U3042,39,Male,Self-employed,Hybrid,12.69,8.53,4.16,7.29,3,3.7,52.9,150.0,12.4,61.8
U3043,44,Male,Employed,Remote,13.41,9.85,3.56,6.72,4,6.6,52.1,7.0,9.0,38.4
U3044,34,Male,Employed,Hybrid,11.29,6.45,4.84,6.88,4,1.8,68.5,183.0,5.9,60.6
U3045,48,Female,Employed,Remote,9.65,5.26,4.39,7.98,5,5.9,51.4,204.0,13.7,68.8
U3046,40,Male,Self-employed,Hybrid,9.28,4.18,5.1,6.93,2,3.7,59.8,118.0,7.0,47.4
U3047,31,Female,Employed,Remote,10.95,7.74,3.2,7.23,2,4.5,61.5,236.0,8.2,51.6
U3048,40,Female,Self-employed,Hybrid,7.76,5.26,2.5,7.41,4,4.4,69.7,219.0,12.1,71.3
U3049,34,Other,Employed,Hybrid,6.35,4.37,1.98,6.48,4,6.8,74.9,235.0,11.5,52.1
U3050,34,Male,Employed,Remote,10.0,6.99,3.01,7.24,2,4.0,60.2,101.0,13.8,58.4
U3051,29,Male,Unemployed,N/A,2.48,1.08,1.4,8.9,5,4.6,85.0,313.0,13.1,91.0
U3052,18,Female,Employed,Remote,10.25,6.91,3.34,6.88,3,5.9,41.3,61.0,12.0,39.5
U3053,24,Male,Employed,Office,10.85,7.23,3.62,8.38,4,6.3,48.7,65.0,6.0,51.8
U3054,41,Male,Employed,Hybrid,9.37,5.45,3.92,7.88,3,4.8,48.4,225.0,12.0,60.2
U3055,18,Male,Employed,Hybrid,12.29,7.35,4.94,6.03,2,6.0,43.4,91.0,3.7,27.0
U3056,69,Male,Student,Office,9.69,6.74,2.95,7.9,4,3.7,63.8,203.0,11.2,64.6
U3057,37,Female,Employed,Hybrid,8.15,5.39,2.75,7.65,3,4.9,53.8,42.0,6.1,54.5
U3058,35,Male,Student,Office,9.43,4.82,4.61,8.33,3,4.8,55.7,189.0,17.7,68.7
U3059,22,Female,Unemployed,N/A,5.25,0.51,4.74,8.33,3,2.9,61.9,172.0,15.8,71.3
U3060,49,Female,Employed,Hybrid,10.57,7.92,2.65,8.04,4,7.4,52.6,23.0,11.3,48.7
U3061,42,Female,Unemployed,N/A,4.25,1.11,3.14,7.78,5,3.7,89.7,261.0,7.5,87.8
U3062,33,Female,Employed,Remote,11.57,8.93,2.64,7.48,4,5.9,43.3,165.0,7.2,49.2
U3063,38,Female,Self-employed,Hybrid,11.79,6.35,5.43,6.51,4,5.1,56.5,103.0,3.3,45.2
U3064,37,Female,Student,Hybrid,5.77,2.91,2.86,8.52,4,1.5,80.3,222.0,18.1,89.4
U3065,25,Female,Employed,Remote,11.01,9.04,1.97,5.78,2,5.6,63.6,130.0,7.9,40.4
U3066,27,Male,Unemployed,N/A,1.56,0.76,0.8,8.58,4,2.5,75.2,378.0,13.4,88.5
U3067,29,Male,Employed,Hybrid,8.02,6.04,1.98,7.51,5,2.8,68.3,245.0,12.4,77.2
U3068,38,Male,Student,Hybrid,8.12,3.17,4.95,7.09,4,6.4,59.5,232.0,8.5,56.1
U3069,40,Male,Employed,Hybrid,13.49,7.57,5.91,6.4,2,5.9,49.9,40.0,6.5,32.6
U3070,43,Female,Employed,Remote,9.23,7.01,2.22,4.86,1,5.2,23.0,70.0,13.5,27.1
U3071,55,Female,Unemployed,N/A,3.67,1.52,2.15,8.76,3,4.9,64.4,300.0,13.9,69.3
U3072,23,Male,Student,Hybrid,9.25,7.9,1.35,6.1,3,5.4,54.3,155.0,14.4,61.9
U3073,33,Male,Student,Hybrid,7.41,3.52,3.89,6.74,4,3.6,65.6,264.0,12.7,68.4
U3074,31,Male,Self-employed,Hybrid,10.55,7.58,2.97,9.34,2,3.8,80.0,125.0,9.4,65.2
U3075,24,Female,Employed,Remote,12.04,8.83,3.21,7.38,3,4.2,54.6,144.0,9.4,56.6
